rank,title,author,weeks_on_list
4,THE GLASS CASTLE,Jeannette Walls,228
5,THE ORIGINAL ARGUMENT,Glenn Beck with Joshua Charles,5
1,"SKIPPYJON JONES, CLASS ACTION",Judy Schachner,1
2,LEGO HARRY POTTER,the DK staff,9
3,SILVERLICIOUS,Victoria Kann,23
4,PRESS HERE,Hervé Tullet,13
5,PINKALICIOUS,Victoria Kann and Elizabeth Kann,5
1,THE HUNGER GAMES,Suzanne Collins,47
2,HARRY POTTER,JK Rowling,261
3,PRETTY LITTLE LIARS,Sara Shepard,48
4,SHIVER,Maggie Stiefvater,1
5,DORK DIARIES,Rachel Renée Russell,6
1,THE HELP,Kathryn Stockett,15
2,ROOM,Emma Donoghue,11
3,WATER FOR ELEPHANTS,Sara Gruen,129
4,ONE DAY,David Nicholls,20
5,CUTTING FOR STONE,Abraham Verghese,77
1,"MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE",James Patterson and Chris Tebbetts,4
2,THE THRONE OF FIRE,Rick Riordan,12
3,SUPER DIAPER BABY 2,Dav Pilkey,4
4,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean,7
5,THEODORE BOONE: THE ABDUCTION,John Grisham,7
1,THE HELP,Kathryn Stockett,0
2,A DANCE WITH DRAGONS,George R R Martin,0
3,PORTRAIT OF A SPY,Daniel Silva,0
4,THE CONFESSION,John Grisham,0
5,A GAME OF THRONES,George RR Martin,0
1,A STOLEN LIFE,Jaycee Dugard,0
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,0
3,UNBROKEN,Laura Hillenbrand,0
4,IN THE GARDEN OF BEASTS,Erik Larson,0
5,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,0
1,THE HELP,Kathryn Stockett,23
2,PORTRAIT OF A SPY,Daniel Silva,1
3,A DANCE WITH DRAGONS,George R R Martin,2
4,NOW YOU SEE HER,James Patterson and Michael Ledwidge,4
5,SPLIT SECOND,Catherine Coulter,1
1,A STOLEN LIFE,Jaycee Dugard,2
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,26
3,UNBROKEN,Laura Hillenbrand,26
4,IN THE GARDEN OF BEASTS,Erik Larson,11
5,BOSSYPANTS,Tina Fey,16
1,THE HELP,Kathryn Stockett,26
2,PORTRAIT OF A SPY,Daniel Silva,1
3,NOW YOU SEE HER,James Patterson and Michael Ledwidge,4
4,THE BLACK ECHO,Michael Connelly,4
5,SPLIT SECOND,Catherine Coulter,1
1,A STOLEN LIFE,Jaycee Dugard,2
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,26
3,UNBROKEN,Laura Hillenbrand,26
4,IN THE GARDEN OF BEASTS,Erik Larson,11
5,BOSSYPANTS,Tina Fey,16
1,GO THE -- TO SLEEP,Adam Mansbach,8
2,THE 17 DAY DIET,Mike Moreno,19
3,THE DUKAN DIET,Pierre Dukan,14
4,THE 4-HOUR BODY,Timothy Ferriss,32
5,20 YEARS YOUNGER,"Bob Greene with Howard Lancer, Ronald L Kotler and Diane L McKay",6
1,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
2,CAR GUYS VS. BEAN COUNTERS,Bob Lutz,0
3,4-HOUR WORKWEEK,Timothy Ferriss,0
4,TOTAL MONEY MAKEOVER,Dave Ramsey,0
5,TOMATOLAND,Barry Estabrook,0
1,A DANCE WITH DRAGONS,George R R Martin,2
2,PORTRAIT OF A SPY,Daniel Silva,1
3,HAPPY BIRTHDAY,Danielle Steel,1
4,SPLIT SECOND,Catherine Coulter,1
5,NOW YOU SEE HER,James Patterson and Michael Ledwidge,4
1,"LOCKE AND KEY, VOL. 4",Joe Hill and Gabriel Rodriguez,1
2,BATMAN: BRUCE WAYNE — THE ROAD HOME,various,1
3,BATMAN: HUSH — UNWRAPPED DELUXE,Jeph Loeb and Jim Lee,1
4,CAPTAIN AMERICA: MAN OUT OF TIME,Mark Waid and Jorge Molina,2
5,GREEN LANTERN: SECRET ORIGIN,Geoff Johns and Ivan Reis,7
1,A STOLEN LIFE,Jaycee Dugard,2
2,UNBROKEN,Laura Hillenbrand,36
3,IN THE GARDEN OF BEASTS,Erik Larson,11
4,BOSSYPANTS,Tina Fey,16
5,THE GREATER JOURNEY,David McCullough,9
1,IN THE GARDEN OF BEASTS,Erik Larson,0
2,SEAL TEAM SIX,Howard E Wasdin and Stephen Templin,0
3,UNBROKEN,Laura Hillenbrand,0
4,LOST IN SHANGRI-LA,Mitchell Zuckoff,0
5,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
1,"BLACK BUTLER, VOL. 6",Yana Toboso,1
2,"NEGIMA! MAGISTER NEGI MAGI, VOL. 30",Ken Akamatsu,1
3,"NARUTO, VOL. 51",Masashi Kishimoto,7
4,"BLACK BIRD, VOL. 9",Kanoko Sakurakoji,3
5,"VAMPIRE KNIGHT, VOL. 12",Matsuri Hino,7
1,THE CONFESSION,John Grisham,1
2,A GAME OF THRONES,George RR Martin,18
3,HELL'S CORNER,David Baldacci,4
4,A CLASH OF KINGS,George RR Martin,14
5,WHIPLASH,Catherine Coulter,3
1,THE FIVE LOVE LANGUAGES,Gary Chapman,208
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,521
3,CRAZY LOVE,Francis Chan with Danae Yankoski,40
4,ERASING HELL,Francis Chan and Preston Sprinkle,3
5,THE HAPPINESS PROJECT,Gretchen Rubin,21
1,THE BOOK THIEF,Markus Zusak,202
2,THIRTEEN REASONS WHY,Jay Asher,6
3,THEODORE BOONE: KID LAWYER,John Grisham,12
4,ALONG FOR THE RIDE,Sarah Dessen,16
5,THE GIRL WHO COULD FLY,Victoria Forester,6
1,OUTLIERS,Malcolm Gladwell,0
2,DRIVE,Daniel H Pink,0
3,TIPPING POINT,Malcolm Gladwell,0
4,TOO BIG TO FAIL,Andrew Ross Sorkin,0
5,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,0
1,BLACKEST NIGHT,Geoff Johns and Ivan Reis,2
2,THE GRIFF,Christopher Moore and Ian Corson,1
3,"THE WALKING DEAD, VOL. 14",Robert Kirkman and Charlie Adlard,5
4,"JACK OF FABLES, VOL. 9",Bill Willingham and Matthew Sturges,1
5,SCOTT PILGRIM: PRECIOUS LITTLE LIFE,Bryan Lee O’Malley,72
1,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,36
2,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,20
3,OUTLIERS,Malcolm Gladwell,7
4,THE GLASS CASTLE,Jeannette Walls,229
5,THE ORIGINAL ARGUMENT,Glenn Beck with Joshua Charles,6
1,"SKIPPYJON JONES, CLASS ACTION",Judy Schachner,2
2,LEGO HARRY POTTER,the DK staff,10
3,PINKALICIOUS,Victoria Kann and Elizabeth Kann,6
4,PRESS HERE,Hervé Tullet,14
5,SILVERLICIOUS,Victoria Kann,24
1,THE HUNGER GAMES,Suzanne Collins,48
2,HARRY POTTER,JK Rowling,262
3,PRETTY LITTLE LIARS,Sara Shepard,49
4,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,211
5,SHIVER,Maggie Stiefvater,2
1,THE HELP,Kathryn Stockett,16
2,WATER FOR ELEPHANTS,Sara Gruen,130
3,ROOM,Emma Donoghue,12
4,SARAH’S KEY,Tatiana de Rosnay,125
5,ONE DAY,David Nicholls,21
1,"MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE",James Patterson and Chris Tebbetts,5
2,THE THRONE OF FIRE,Rick Riordan,13
3,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean,8
4,SUPER DIAPER BABY 2,Dav Pilkey,5
5,WOLFSBANE,Andrea Cremer,1
1,THE HELP,Kathryn Stockett,0
2,GHOST STORY,Jim Butcher,0
3,THE CONFESSION,John Grisham,0
4,A DANCE WITH DRAGONS,George R R Martin,0
5,A GAME OF THRONES,George RR Martin,0
1,A STOLEN LIFE,Jaycee Dugard,0
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,0
3,UNBROKEN,Laura Hillenbrand,0
4,IN THE GARDEN OF BEASTS,Erik Larson,0
5,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,0
1,THE HELP,Kathryn Stockett,24
2,GHOST STORY,Jim Butcher,1
3,FULL BLACK,Brad Thor,1
4,THE BLACK ECHO,Michael Connelly,5
5,NOW YOU SEE HER,James Patterson and Michael Ledwidge,5
1,A STOLEN LIFE,Jaycee Dugard,3
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,27
3,UNBROKEN,Laura Hillenbrand,27
4,IN THE GARDEN OF BEASTS,Erik Larson,12
5,BOSSYPANTS,Tina Fey,17
1,THE HELP,Kathryn Stockett,27
2,THE BLACK ECHO,Michael Connelly,5
3,NOW YOU SEE HER,James Patterson and Michael Ledwidge,5
4,FULL BLACK,Brad Thor,1
5,GHOST STORY,Jim Butcher,1
1,A STOLEN LIFE,Jaycee Dugard,3
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,27
3,UNBROKEN,Laura Hillenbrand,27
4,IN THE GARDEN OF BEASTS,Erik Larson,12
5,BOSSYPANTS,Tina Fey,17
1,GO THE -- TO SLEEP,Adam Mansbach,9
2,THE 17 DAY DIET,Mike Moreno,20
3,THE DUKAN DIET,Pierre Dukan,15
4,THE 4-HOUR BODY,Timothy Ferriss,33
5,SWING YOUR SWORD,Mike Leach,2
1,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
2,CAR GUYS VS. BEAN COUNTERS,Bob Lutz,0
3,4-HOUR WORKWEEK,Timothy Ferriss,0
4,TOTAL MONEY MAKEOVER,Dave Ramsey,0
5,TOMATOLAND,Barry Estabrook,0
1,GHOST STORY,Jim Butcher,1
2,A DANCE WITH DRAGONS,George R R Martin,3
3,FULL BLACK,Brad Thor,1
4,PORTRAIT OF A SPY,Daniel Silva,2
5,HAPPY BIRTHDAY,Danielle Steel,2
1,GREEN LANTERN: SECRET ORIGIN,Geoff Johns and Ivan Reis,8
2,BATMAN: THE RETURN OF BRUCE WAYNE,Grant Morrison and various,25
3,CAPTAIN AMERICA: MAN OUT OF TIME,Mark Waid and Jorge Molina,3
4,"THE WALKING DEAD, BOOK 1","Robert Kirkman, Tony Moore and Charlie Adlard",34
5,"DEADPOOL, VOL. 1",Daniel Way and Paco Medina,2
1,A STOLEN LIFE,Jaycee Dugard,3
2,UNBROKEN,Laura Hillenbrand,37
3,IN THE GARDEN OF BEASTS,Erik Larson,12
4,BOSSYPANTS,Tina Fey,17
5,THE GREATER JOURNEY,David McCullough,10
1,IN THE GARDEN OF BEASTS,Erik Larson,0
2,SEAL TEAM SIX,Howard E Wasdin and Stephen Templin,0
3,UNBROKEN,Laura Hillenbrand,0
4,LOST IN SHANGRI-LA,Mitchell Zuckoff,0
5,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
1,"BLACK BUTLER, VOL. 6",Yana Toboso,2
2,"NARUTO, VOL. 51",Masashi Kishimoto,8
3,"NEGIMA! MAGISTER NEGI MAGI, VOL. 30",Ken Akamatsu,2
4,"BLACK BIRD, VOL. 9",Kanoko Sakurakoji,4
5,"VAMPIRE KNIGHT, VOL. 12",Matsuri Hino,8
1,THE CONFESSION,John Grisham,2
2,A GAME OF THRONES,George RR Martin,19
3,A CLASH OF KINGS,George RR Martin,15
4,OUT OF THE RAIN,Debbie Macomber,1
5,HELL'S CORNER,David Baldacci,5
1,THE FIVE LOVE LANGUAGES,Gary Chapman,209
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,522
3,CRAZY LOVE,Francis Chan with Danae Yankoski,41
4,THE HAPPINESS PROJECT,Gretchen Rubin,22
5,RADICAL,David Platt,58
1,THE BOOK THIEF,Markus Zusak,203
2,THIRTEEN REASONS WHY,Jay Asher,7
3,THEODORE BOONE: KID LAWYER,John Grisham,13
4,PINKALICIOUS,Victoria Kann and Elizabeth Kann,1
5,ALONG FOR THE RIDE,Sarah Dessen,17
1,OUTLIERS,Malcolm Gladwell,0
2,DRIVE,Daniel H Pink,0
3,TIPPING POINT,Malcolm Gladwell,0
4,TOO BIG TO FAIL,Andrew Ross Sorkin,0
5,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,0
1,"THE WALKING DEAD, VOL. 14",Robert Kirkman and Charlie Adlard,6
2,BLACKEST NIGHT,Geoff Johns and Ivan Reis,3
3,SCOTT PILGRIM: PRECIOUS LITTLE LIFE,Bryan Lee O’Malley,73
4,THE GRIFF,Christopher Moore and Ian Corson,2
5,"BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1",Peter Tomasi and James Robinson,1
1,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,37
2,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,21
3,UNLIKELY FRIENDSHIPS,Jennifer Holland,4
4,OUTLIERS,Malcolm Gladwell,8
5,THE ORIGINAL ARGUMENT,Glenn Beck with Joshua Charles,7
1,"SKIPPYJON JONES, CLASS ACTION",Judy Schachner,3
2,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,Eric Litwin,1
3,LEGO HARRY POTTER,the DK staff,11
4,PRESS HERE,Hervé Tullet,15
5,A SICK DAY FOR AMOS McGEE,Philip C Stead,29
1,THE HUNGER GAMES,Suzanne Collins,49
2,HARRY POTTER,JK Rowling,263
3,PRETTY LITTLE LIARS,Sara Shepard,50
4,DIARY OF A WIMPY KID,Jeff Kinney,133
5,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,212
1,THE HELP,Kathryn Stockett,17
2,WATER FOR ELEPHANTS,Sara Gruen,131
3,SARAH’S KEY,Tatiana de Rosnay,126
4,ROOM,Emma Donoghue,13
5,ONE DAY,David Nicholls,22
1,THE THRONE OF FIRE,Rick Riordan,14
2,NEVER HAVE I EVER,Sara Shepard,1
3,"MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE",James Patterson and Chris Tebbetts,6
4,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean,9
5,SUPER DIAPER BABY 2,Dav Pilkey,6
1,THE HELP,Kathryn Stockett,0
2,THE CONFESSION,John Grisham,0
3,SAFE HAVEN,Nicholas Sparks,0
4,A GAME OF THRONES,George RR Martin,0
5,COLD VENGEANCE,Douglas Preston and Lincoln Child,0
1,A STOLEN LIFE,Jaycee Dugard,0
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,0
3,UNBROKEN,Laura Hillenbrand,0
4,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,0
5,IN THE GARDEN OF BEASTS,Erik Larson,0
1,THE HELP,Kathryn Stockett,25
2,COLD VENGEANCE,Douglas Preston and Lincoln Child,1
3,NOW YOU SEE HER,James Patterson and Michael Ledwidge,6
4,FULL BLACK,Brad Thor,2
5,UNTIL PROVEN GUILTY,J A Jance,1
1,A STOLEN LIFE,Jaycee Dugard,4
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,28
3,UNBROKEN,Laura Hillenbrand,28
4,IN THE GARDEN OF BEASTS,Erik Larson,13
5,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,28
1,THE HELP,Kathryn Stockett,28
2,UNTIL PROVEN GUILTY,J A Jance,1
3,NOW YOU SEE HER,James Patterson and Michael Ledwidge,6
4,COLD VENGEANCE,Douglas Preston and Lincoln Child,1
5,THE BLACK ECHO,Michael Connelly,6
1,A STOLEN LIFE,Jaycee Dugard,4
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,28
3,UNBROKEN,Laura Hillenbrand,28
4,IN THE GARDEN OF BEASTS,Erik Larson,13
5,BOSSYPANTS,Tina Fey,18
1,THE 17 DAY DIET,Mike Moreno,21
2,GO THE -- TO SLEEP,Adam Mansbach,10
3,"NOTHING TO LOSE, EVERYTHING TO GAIN",Ryan Blair,1
4,THE DUKAN DIET,Pierre Dukan,16
5,THE 4-HOUR BODY,Timothy Ferriss,34
1,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
2,CAR GUYS VS. BEAN COUNTERS,Bob Lutz,0
3,4-HOUR WORKWEEK,Timothy Ferriss,0
4,TOTAL MONEY MAKEOVER,Dave Ramsey,0
5,TOMATOLAND,Barry Estabrook,0
1,COLD VENGEANCE,Douglas Preston and Lincoln Child,1
2,A DANCE WITH DRAGONS,George R R Martin,4
3,FULL BLACK,Brad Thor,2
4,RETRIBUTION,Sherrilyn Kenyon,1
5,GHOST STORY,Jim Butcher,2
1,"BATMAN: STREETS OF GOTHAM, VOL. 3",Paul Dini and Dustin Nguyen,1
2,BLOOD WORK,Kim Harrison and Pedro Maia,4
3,"SUPERMAN: EARTH ONE, VOL. 2",J Michael Straczynski and Shane Davis,31
4,GREEN LANTERN: SECRET ORIGIN,Geoff Johns and Ivan Reis,9
5,BATMAN: THE RETURN OF BRUCE WAYNE,Grant Morrison and various,26
1,A STOLEN LIFE,Jaycee Dugard,4
2,UNBROKEN,Laura Hillenbrand,38
3,IN THE GARDEN OF BEASTS,Erik Larson,13
4,BOSSYPANTS,Tina Fey,18
5,THE GREATER JOURNEY,David McCullough,11
1,IN THE GARDEN OF BEASTS,Erik Larson,0
2,SEAL TEAM SIX,Howard E Wasdin and Stephen Templin,0
3,UNBROKEN,Laura Hillenbrand,0
4,LOST IN SHANGRI-LA,Mitchell Zuckoff,0
5,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
1,"YU-GI-OH! GX, VOL. 7",Naoyuki Kageyama,1
2,"BLUE EXORCIST, VOL. 3",Kazue Kato,1
3,"BAKUMAN, VOL. 6",Tsugumi Ohba,1
4,"FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2",Hiromu Arakawa,1
5,"BLACK BUTLER, VOL. 6",Yana Toboso,3
1,THE CONFESSION,John Grisham,3
2,A GAME OF THRONES,George RR Martin,20
3,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro,2
4,A CLASH OF KINGS,George RR Martin,16
5,BORN TO DIE,Lisa Jackson,2
1,THE FIVE LOVE LANGUAGES,Gary Chapman,210
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,523
3,CRAZY LOVE,Francis Chan with Danae Yankoski,42
4,THE HAPPINESS PROJECT,Gretchen Rubin,23
5,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES,Clark Howard,1
1,THE BOOK THIEF,Markus Zusak,204
2,THIRTEEN REASONS WHY,Jay Asher,8
3,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,Sherman Alexie,106
4,THEODORE BOONE: KID LAWYER,John Grisham,14
5,SOUL SURFER,Bethany Hamilton with Sheryl Berk and Rick Bundschuh,14
1,OUTLIERS,Malcolm Gladwell,0
2,DRIVE,Daniel H Pink,0
3,TIPPING POINT,Malcolm Gladwell,0
4,TOO BIG TO FAIL,Andrew Ross Sorkin,0
5,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,0
1,"THE WALKING DEAD, VOL. 14",Robert Kirkman and Charlie Adlard,7
2,THE GRIFF,Christopher Moore and Ian Corson,3
3,"BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1",Peter Tomasi and James Robinson,2
4,BLACKEST NIGHT,Geoff Johns and Ivan Reis,4
5,SCOTT PILGRIM: PRECIOUS LITTLE LIFE,Bryan Lee O’Malley,74
1,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,38
2,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,22
3,OUTLIERS,Malcolm Gladwell,9
4,UNLIKELY FRIENDSHIPS,Jennifer Holland,5
5,THE GLASS CASTLE,Jeannette Walls,231
1,"SKIPPYJON JONES, CLASS ACTION",Judy Schachner,4
2,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,Eric Litwin,2
3,PRESS HERE,Hervé Tullet,16
4,LEGO HARRY POTTER,the DK staff,12
5,PETE THE CAT: I LOVE MY WHITE SHOES,Eric Litwin,5
1,THE HUNGER GAMES,Suzanne Collins,50
2,HARRY POTTER,JK Rowling,264
3,PRETTY LITTLE LIARS,Sara Shepard,51
4,DIARY OF A WIMPY KID,Jeff Kinney,134
5,PERCY JACKSON & THE OLYMPIANS,Rick Riordan,213
1,THE HELP,Kathryn Stockett,18
2,SAFE HAVEN,Nicholas Sparks,1
3,ONE DAY,David Nicholls,23
4,SARAH’S KEY,Tatiana de Rosnay,127
5,WATER FOR ELEPHANTS,Sara Gruen,132
1,MICHAEL VEY: THE PRISONER OF CELL 25,Richard Paul Evans,1
2,THE THRONE OF FIRE,Rick Riordan,15
3,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean,10
4,"MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE",James Patterson and Chris Tebbetts,7
5,NEVER HAVE I EVER,Sara Shepard,2
1,THE HELP,Kathryn Stockett,0
2,SAFE HAVEN,Nicholas Sparks,0
3,THE CONFESSION,John Grisham,0
4,ONE DAY,David Nicholls,0
5,A GAME OF THRONES,George RR Martin,0
1,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,0
2,A STOLEN LIFE,Jaycee Dugard,0
3,UNBROKEN,Laura Hillenbrand,0
4,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,0
5,IN THE GARDEN OF BEASTS,Erik Larson,0
1,THE HELP,Kathryn Stockett,26
2,THE IDEAL MAN,Julie Garwood,1
3,NOW YOU SEE HER,James Patterson and Michael Ledwidge,7
4,UNTIL PROVEN GUILTY,J A Jance,2
5,ONE DAY,David Nicholls,2
1,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,29
2,A STOLEN LIFE,Jaycee Dugard,5
3,UNBROKEN,Laura Hillenbrand,29
4,IN THE GARDEN OF BEASTS,Erik Larson,14
5,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,29
1,THE HELP,Kathryn Stockett,29
2,UNTIL PROVEN GUILTY,J A Jance,2
3,NOW YOU SEE HER,James Patterson and Michael Ledwidge,7
4,THE IDEAL MAN,Julie Garwood,1
5,STEALING FACES,Michael Prescott,6
1,A STOLEN LIFE,Jaycee Dugard,5
2,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,29
3,UNBROKEN,Laura Hillenbrand,29
4,IN THE GARDEN OF BEASTS,Erik Larson,14
5,BOSSYPANTS,Tina Fey,19
1,THE 17 DAY DIET,Mike Moreno,22
2,GO THE -- TO SLEEP,Adam Mansbach,11
3,PRIME TIME,Jane Fonda,1
4,THE DUKAN DIET,Pierre Dukan,17
5,THE 4-HOUR BODY,Timothy Ferriss,35
1,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
2,CAR GUYS VS. BEAN COUNTERS,Bob Lutz,0
3,4-HOUR WORKWEEK,Timothy Ferriss,0
4,TOTAL MONEY MAKEOVER,Dave Ramsey,0
5,TOMATOLAND,Barry Estabrook,0
1,A DANCE WITH DRAGONS,George R R Martin,5
2,THE IDEAL MAN,Julie Garwood,1
3,FULL BLACK,Brad Thor,3
4,VICTORY AND HONOR,W E B Griffin and William E Butterworth IV,1
5,COLD VENGEANCE,Douglas Preston and Lincoln Child,2
1,GREEN LANTERN: SECRET ORIGIN,Geoff Johns and Ivan Reis,10
2,BATMAN: THE RETURN OF BRUCE WAYNE,Grant Morrison and various,27
3,"SUPERMAN: EARTH ONE, VOL. 2",J Michael Straczynski and Shane Davis,32
4,CAPTAIN AMERICA: MAN OUT OF TIME,Mark Waid and Jorge Molina,5
5,BATMAN: THE WIDENING GYRE,Kevin Smith and Walter Flanagan,6
1,A STOLEN LIFE,Jaycee Dugard,5
2,UNBROKEN,Laura Hillenbrand,39
3,IN THE GARDEN OF BEASTS,Erik Larson,14
4,1493,Charles C Mann,1
5,AFTER AMERICA,Mark Steyn,1
1,IN THE GARDEN OF BEASTS,Erik Larson,0
2,SEAL TEAM SIX,Howard E Wasdin and Stephen Templin,0
3,UNBROKEN,Laura Hillenbrand,0
4,LOST IN SHANGRI-LA,Mitchell Zuckoff,0
5,RECKLESS ENDANGERMENT,Gretchen Morgenson and Joshua Rosner,0
1,"YU-GI-OH! GX, VOL. 7",Naoyuki Kageyama,2
2,"BLUE EXORCIST, VOL. 3",Kazue Kato,2
3,"BAKUMAN, VOL. 6",Tsugumi Ohba,2
4,"AI ORE-LOVE ME, VOL. 2",Mayu Shinjo,2
5,"FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2",Hiromu Arakawa,2
1,THE CONFESSION,John Grisham,4
2,A GAME OF THRONES,George RR Martin,21
3,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro,3
4,BORN TO DIE,Lisa Jackson,3
5,A STORM OF SWORDS,George RR Martin,16
1,THE FIVE LOVE LANGUAGES,Gary Chapman,211
2,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,524
3,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES,Clark Howard,2
4,CRAZY LOVE,Francis Chan with Danae Yankoski,43
5,EAT TO LIVE,Joel Fuhrman,8
1,THE BOOK THIEF,Markus Zusak,205
2,THIRTEEN REASONS WHY,Jay Asher,9
3,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,Sherman Alexie,107
4,SOUL SURFER,Bethany Hamilton with Sheryl Berk and Rick Bundschuh,15
5,THE NINE LIVES OF CHLOE KING,Liz Braswell,9
1,OUTLIERS,Malcolm Gladwell,0
2,DRIVE,Daniel H Pink,0
3,TIPPING POINT,Malcolm Gladwell,0
4,TOO BIG TO FAIL,Andrew Ross Sorkin,0
5,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,0
1,"MAUS: A SURVIVOR’S TALE, VOL. 1",Art Spiegelman,10
2,KICK-ASS,Mark Millar and John Romita Jr,3
3,SCOTT PILGRIM: PRECIOUS LITTLE LIFE,Bryan Lee O’Malley,75
4,THE COMPLETE PERSEPOLIS,Marjane Satrapi,6
5,"BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1",Peter Tomasi and James Robinson,3
1,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,39
2,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,23
3,OUTLIERS,Malcolm Gladwell,10
4,THE GLASS CASTLE,Jeannette Walls,232
5,THE ORIGINAL ARGUMENT,Glenn Beck with Joshua Charles,9
1,"SKIPPYJON JONES, CLASS ACTION",Judy Schachner,5
2,PINKALICIOUS,Victoria Kann and Elizabeth Kann,9
3,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,Eric Litwin,3
4,PETE THE CAT: I LOVE MY WHITE SHOES,Eric Litwin,6
5,PRESS HERE,Hervé Tullet,17
1,THE HUNGER GAMES,Suzanne Collins,51
2,HARRY POTTER,JK Rowling,265
3,MAGIC TREE HOUSE,Mary Pope Osborne,243
4,PRETTY LITTLE LIARS,Sara Shepard,52
5,DIARY OF A WIMPY KID,Jeff Kinney,135
1,THE HELP,Kathryn Stockett,19
2,SAFE HAVEN,Nicholas Sparks,2
3,ONE DAY,David Nicholls,24
4,SARAH’S KEY,Tatiana de Rosnay,128
5,CUTTING FOR STONE,Abraham Verghese,81
1,MICHAEL VEY: THE PRISONER OF CELL 25,Richard Paul Evans,2
2,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean,11
3,THE THRONE OF FIRE,Rick Riordan,16
