title,author
MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean
H IS FOR HAWK,Helen Macdonald
NO BETTER FRIEND,Robert Weintraub
WHAT THE DOG KNOWS,Cat Warren
THE HOUSE OF OWLS,Tony Angell
ELEPHANT COMPANY,Vicki Constantine Croke
THE BOOK OF JOAN,Melissa Rivers
IT'S A LONG STORY,Willie Nelson with David Ritz
LUCKY LIFE INTERRUPTED,Tom Brokaw
ON THE MOVE,Oliver Sacks
DEAL,Bill Kreutzmann with Benjy Eisen
THE ISLE OF THE LOST,Melissa de la Cruz
WONDER,RJ Palacio
THE ONE AND ONLY IVAN,Katherine Applegate
HITLER'S LAST DAYS,Bill O'Reilly
COUNTING BY 7s,Holly Goldberg Sloan
THE GIRL ON THE TRAIN,Paula Hawkins
THE MARTIAN,Andy Weir
FINDERS KEEPERS,Stephen King
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr
DEAD ICE,Laurell K Hamilton
THE WRIGHT BROTHERS,David McCullough
THE BOYS IN THE BOAT,Daniel James Brown
PRIMATES OF PARK AVENUE,Wednesday Martin
DEAD WAKE,Erik Larson
THE ROAD TO CHARACTER,David Brooks
HOPE,Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan
MISSOULA,Jon Krakauer
FINDING ME,Michelle Knight with Michelle Burford Weinstein
THE DEVIL IN THE WHITE CITY,Erik Larson
ORANGE IS THE NEW BLACK,Piper Kerman
PIONEER GIRL,Laura Ingalls Wilder
HOLD STILL,Sally Mann
BETWEEN YOU & ME,Mary Norris
THE LADY IN GOLD,Anne-Marie O'Connor
BAD FEMINIST,Roxane Gay
THE GIRL ON THE TRAIN,Paula Hawkins
THE MARTIAN,Andy Weir
DEAD ICE,Laurell K Hamilton
FINDERS KEEPERS,Stephen King
THE SUBSTITUTE,Denise Grover Swank
THE BOYS IN THE BOAT,Daniel James Brown
ON GOLD MOUNTAIN,Lisa See
THE WRIGHT BROTHERS,David McCullough
PRIMATES OF PARK AVENUE,Wednesday Martin
DEAD WAKE,Erik Larson
MISSOULA,Jon Krakauer
VERY GOOD LIVES,J K Rowling
BETWEEN YOU & ME,Mary Norris
HOW TO READ LITERATURE LIKE A PROFESSOR,Thomas C Foster
THE NAKED ROOMMATE,Harlan Cohen
THE GREAT WAR OF OUR TIME,Michael Morell with Bill Harlow
ALAN TURING: THE ENIGMA,Andrew Hodges
RED NOTICE,Bill Browder
BATTLEFIELD AMERICA,John W Whitehead
DAYS OF RAGE,Bryan Burrough
THE WRIGHT BROTHERS,David McCullough
DEAD WAKE,Erik Larson
INTO THE WILD,Jon Krakauer
INTO AFRICA,Martin Dugard
ASTORIA,Peter Stark
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel
H IS FOR HAWK,Helen Macdonald
LIFE IS SHORT (NO PUN INTENDED),Jennifer Arnold and Bill Klein
GO THE -- TO SLEEP,Adam Mansbach
THE GLASS CASTLE,Jeannette Walls
THE RESIDENCE,Kate Andersen Brower
MY PARIS DREAM,Kate Betts
HOW TO BE PARISIAN WHEREVER YOU ARE,"Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas"
HOW TO TIE A SCARF,the staff of Potter Style
MAKE UP,Michelle Phan
THE WHOLE30,Melissa Hartwig and Dallas Hartwig
BRAIN MAKER,David Perlmutter with Kristin Loberg
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
THUG KITCHEN,the staff of Thug Kitchen
THE 22-DAY REVOLUTION,Marco Borges
ENCHANTED FOREST,Johanna Basford
MINECRAFT: CONSTRUCTION HANDBOOK,Matthew Needler and Phil Southam
PLAYER'S HANDBOOK,Wizards RPG Team
MINECRAFT: COMBAT HANDBOOK,"Stephanie Milton with Paul Soares, Jr"
MINECRAFT: REDSTONE HANDBOOK,Nick Farwell
THE GIRL ON THE TRAIN,Paula Hawkins
FINDERS KEEPERS,Stephen King
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr
IN THE UNLIKELY EVENT,Judy Blume
RADIANT ANGEL,Nelson DeMille
BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland
CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?,Roz Chast
NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR,Nathan Hale
THE SCULPTOR,Scott McCloud
THE THRILLING ADVENTURES OF LOVELACE AND BABBAGE,Sydney Padua
THE WRIGHT BROTHERS,David McCullough
PRIMATES OF PARK AVENUE,Wednesday Martin
BILL O'REILLY'S LEGENDS AND LIES,David Fisher
THE ROAD TO CHARACTER,David Brooks
DEAD WAKE,Erik Larson
AND THE GOOD NEWS IS ...,Dana Perino
CLINTON CASH,Peter Schweizer
AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
UNBROKEN,Laura Hillenbrand
THE RESIDENCE,Kate Andersen Brower
BEING MORTAL,Atul Gawande
GODDESSES NEVER AGE,Christiane Northrup
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
TOX-SICK,Suzanne Somers
THE NURSES,Alexandra Robbins
THE BOOK OF JOAN,Melissa Rivers
YES PLEASE,Amy Poehler
BOSSYPANTS,Tina Fey
IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling
I REGRET NOTHING,Jen Lancaster
THE HEART OF EVERYTHING THAT IS,Bob Drury and Tom Clavin
EMPIRE OF THE SUMMER MOON,SC Gwynne
BORN TO RUN,Christopher McDougall
SHORT NIGHTS OF THE SHADOW CATCHER,Timothy Egan
THE LOST WORLD OF THE OLD ONES,David Roberts
"NARUTO, VOL. 70",Masashi Kishimoto
"DEADMAN WONDERLAND, VOL. 9",Jinsei Katoka and Kazuma Kondou
"FAIRY TAIL, VOL. 48",Hiro Mashima
"ASSASSINATION CLASSROOM, VOL. 4",Yusei Matsui
"KAMISAMA KISS, VOL. 18",Julietta Suzuki
TOP SECRET TWENTY-ONE,Janet Evanovich
ONLY A PROMISE,Mary Balogh
ZOO,James Patterson and Michael Ledwidge
THE 6TH EXTINCTION,James Rollins
A GAME OF THRONES,George RR Martin
DRAMA,Raina Telgemeier
SMILE,Raina Telgemeier
FUN HOME,Alison Bechdel
EL DEAFO,Cece Bell
"THE WALKING DEAD, VOL. 23",Robert Kirkman and Charlie Adlard
THE BOYS IN THE BOAT,Daniel James Brown
I AM MALALA,Malala Yousafzai with Christina Lamb
AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
OUTLIERS,Malcolm Gladwell
WILD,Cheryl Strayed
YOUR BABY'S FIRST WORD WILL BE DADA,Jimmy Fallon
THE DAY THE CRAYONS QUIT,Drew Daywalt
THE BOOK WITH NO PICTURES,BJ Novak
WAITING IS NOT EASY!,Mo Willems
I WILL TAKE A NAP!,Mo Willems
THE NEW JIM CROW,Michelle Alexander
JUST MERCY,Bryan Stevenson
BATTLEFIELD AMERICA,John W Whitehead
CITIZEN,Claudia Rankine
MARCH: BOOK ONE,John Lewis and Andrew Aydin
MISSOULA,Jon Krakauer
THE FIVE LOVE LANGUAGES,Gary Chapman
H IS FOR HAWK,Helen Macdonald
DARING GREATLY,Brené Brown
LOVE DOES,Bob Goff
THE ROAD TO CHARACTER,David Brooks
JESUS CALLING,Sarah Young
THE FOUR AGREEMENTS,Don Miguel Ruiz
THE POWER OF NOW,Eckhart Tolle
THE UNTETHERED SOUL,Michael A Singer
DORK DIARIES,Rachel Renée Russell
THE MAZE RUNNER,James Dashner
THE SELECTION,Kiera Cass
HARRY POTTER,JK Rowling
DIARY OF A WIMPY KID,Jeff Kinney
THE MARTIAN,Andy Weir
THE GOLDFINCH,Donna Tartt
THE ALCHEMIST,Paulo Coelho
STATION ELEVEN,Emily St John Mandel
THE INVENTION OF WINGS,Sue Monk Kidd
WILD,Cheryl Strayed
A WALK IN THE WOODS,Bill Bryson
HUMANS OF NEW YORK,Brandon Stanton
CARSICK,John Waters
COOL GRAY CITY OF LOVE,Gary Kamiya
PAPER TOWNS,John Green
ME AND EARL AND THE DYING GIRL,Jesse Andrews
LOOKING FOR ALASKA,John Green
THE BOOK THIEF,Markus Zusak
FINDING AUDREY,Sophie Kinsella
H IS FOR HAWK,Helen Macdonald
THE SHEPHERD'S LIFE,James Rebanks
WHAT THE DOG KNOWS,Cat Warren
INSIDE OF A DOG,Alexandra Horowitz
NO BETTER FRIEND,Robert Weintraub
DOWN THE RABBIT HOLE,Holly Madison
IT'S A LONG STORY,Willie Nelson with David Ritz
SICK IN THE HEAD,Judd Apatow
LUCKY LIFE INTERRUPTED,Tom Brokaw
LIFE IS SHORT (NO PUN INTENDED),Jennifer Arnold and Bill Klein
THE ISLE OF THE LOST,Melissa de la Cruz
WONDER,RJ Palacio
HITLER'S LAST DAYS,Bill O'Reilly
THE ONE AND ONLY IVAN,Katherine Applegate
COUNTING BY 7s,Holly Goldberg Sloan
GREY,E L James
THE GIRL ON THE TRAIN,Paula Hawkins
THE RUMOR,Elin Hilderbrand
TOM CLANCY UNDER FIRE,Grant Blackwood
COUNTRY,Danielle Steel
THE WRIGHT BROTHERS,David McCullough
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
THE BOYS IN THE BOAT,Daniel James Brown
DEAD WAKE,Erik Larson
BILL O'REILLY'S LEGENDS AND LIES,David Fisher
ORANGE IS THE NEW BLACK,Piper Kerman
THE DEVIL IN THE WHITE CITY,Erik Larson
MISSOULA,Jon Krakauer
HOPE,Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan
FINDING ME,Michelle Knight with Michelle Burford Weinstein
PRIMATES OF PARK AVENUE,Wednesday Martin
THE MOTHER TONGUE,Bill Bryson
HOLD STILL,Sally Mann
PIONEER GIRL,Laura Ingalls Wilder
A CURIOUS MIND,Brian Grazer and Charles Fishman
GREY,E L James
THE GIRL ON THE TRAIN,Paula Hawkins
THE RUMOR,Elin Hilderbrand
COUNTRY,Danielle Steel
TOM CLANCY UNDER FIRE,Grant Blackwood
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
THE MOTHER TONGUE,Bill Bryson
THE BOYS IN THE BOAT,Daniel James Brown
THE WRIGHT BROTHERS,David McCullough
DEAD WAKE,Erik Larson
I AM MALALA,Malala Yousafzai with Christina Lamb
HOW TO READ LITERATURE LIKE A PROFESSOR,Thomas C Foster
MISSOULA,Jon Krakauer
HOW NOT TO BE WRONG,Jordan Ellenberg
HOW CHILDREN SUCCEED,Paul Tough
A SPY AMONG FRIENDS,Ben Macintyre
THE GREAT WAR OF OUR TIME,Michael Morell with Bill Harlow
RED NOTICE,Bill Browder
THE GOOD SPY,Kai Bird
GEORGE WASHINGTON'S SECRET SIX,Brian Kilmeade and Don Yaeger
THE WRIGHT BROTHERS,David McCullough
DEAD WAKE,Erik Larson
PIRATE HUNTERS,Robert Kurson
INTO THE WILD,Jon Krakauer
THE ASTRONAUT WIVES CLUB,Lily Koppel
PRIMATES OF PARK AVENUE,Wednesday Martin
THE GLASS CASTLE,Jeannette Walls
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel
LIFE IS SHORT (NO PUN INTENDED),Jennifer Arnold and Bill Klein
THE ASTRONAUT WIVES CLUB,Lily Koppel
PRIMATES OF PARK AVENUE,Wednesday Martin
AUDREY AT HOME,Luca Dotti
THE RESIDENCE,Kate Andersen Brower
MY PARIS DREAM,Kate Betts
WHERE AM I WEARING?,Kelsey Timmerman
THE WHOLE30,Melissa Hartwig and Dallas Hartwig
THE 22-DAY REVOLUTION,Marco Borges
BRAIN MAKER,David Perlmutter with Kristin Loberg
THUG KITCHEN,the staff of Thug Kitchen
FRANKLIN BARBECUE,Aaron Franklin and Jordan Mackay
ENCHANTED FOREST,Johanna Basford
MINECRAFT: CONSTRUCTION HANDBOOK,Matthew Needler and Phil Southam
MINECRAFT: COMBAT HANDBOOK,"Stephanie Milton with Paul Soares, Jr"
MINECRAFT: ESSENTIAL HANDBOOK,"Stephanie Milton with Paul Soares, Jr and Jordan Maron"
MINECRAFT: REDSTONE HANDBOOK,Nick Farwell
THE GIRL ON THE TRAIN,Paula Hawkins
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr
FINDERS KEEPERS,Stephen King
TOM CLANCY UNDER FIRE,Grant Blackwood
THE PRESIDENT'S SHADOW,Brad Meltzer
THE COMPLETE EIGHTBALL 1-18,Daniel Clowes
THE SCULPTOR,Scott McCloud
CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?,Roz Chast
THE THRILLING ADVENTURES OF LOVELACE AND BABBAGE,Sydney Padua
NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR,Nathan Hale
THE WRIGHT BROTHERS,David McCullough
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
BILL O'REILLY'S LEGENDS AND LIES,David Fisher
DEAD WAKE,Erik Larson
IT'S A LONG STORY,Willie Nelson with David Ritz
"ADIOS, AMERICA!",Ann Coulter
I AM MALALA,Malala Yousafzai with Christina Lamb
AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
UNBROKEN,Laura Hillenbrand
AND THE GOOD NEWS IS ...,Dana Perino
BEING MORTAL,Atul Gawande
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
BLACKOUT,Sarah Hepola
DO NO HARM,Henry Marsh
GODDESSES NEVER AGE,Christiane Northrup
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
SICK IN THE HEAD,Judd Apatow
GUMPTION,Nick Offerman
HAPPILY ALI AFTER,Ali Wentworth
YES PLEASE,Amy Poehler
"TOKYO GHOUL, VOL. 1",Sui Ishida
"NARUTO, VOL. 70",Masashi Kishimoto
"SERAPH OF THE END, VOL. 5",Takaya Kagami and Yamato Yamamoto
"ASSASSINATION CLASSROOM, VOL. 4",Yusei Matsui
"IS IT WRONG TO TRY TO PICK UP GIRLS IN A DUNGEON?, VOL. 1",Fujino Omori and Kunieda
A GAME OF THRONES,George RR Martin
TOP SECRET TWENTY-ONE,Janet Evanovich
ZOO,James Patterson and Michael Ledwidge
THE 6TH EXTINCTION,James Rollins
PERSONAL,Lee Child
DRAMA,Raina Telgemeier
SMILE,Raina Telgemeier
FUN HOME,Alison Bechdel
EL DEAFO,Cece Bell
SISTERS,Raina Telgemeier
THE BOYS IN THE BOAT,Daniel James Brown
I AM MALALA,Malala Yousafzai with Christina Lamb
UNBROKEN,Laura Hillenbrand
OUTLIERS,Malcolm Gladwell
AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
YOUR BABY'S FIRST WORD WILL BE DADA,Jimmy Fallon
HOW TO BABYSIT A GRANDPA,Jean Reagan
THE DAY THE CRAYONS QUIT,Drew Daywalt
THE BOOK WITH NO PICTURES,BJ Novak
DRAGONS LOVE TACOS,Adam Rubin
THE NEW JIM CROW,Michelle Alexander
THE OTHER WES MOORE,Wes Moore
JUST MERCY,Bryan Stevenson
DEVIL IN THE GROVE,Gilbert King
CITIZEN,Claudia Rankine
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
PRIMATES OF PARK AVENUE,Wednesday Martin
THE FIVE LOVE LANGUAGES,Gary Chapman
MISSOULA,Jon Krakauer
DARING GREATLY,Brené Brown
THE ROAD TO CHARACTER,David Brooks
JESUS CALLING,Sarah Young
THE FOUR AGREEMENTS,Don Miguel Ruiz
THE POWER OF NOW,Eckhart Tolle
THE UNTETHERED SOUL,Michael A Singer
THE MAZE RUNNER,James Dashner
PERCY JACKSON & THE OLYMPIANS,Rick Riordan
DORK DIARIES,Rachel Renée Russell
THE SELECTION,Kiera Cass
HARRY POTTER,JK Rowling
GREY,E L James
THE MARTIAN,Andy Weir
THE ALCHEMIST,Paulo Coelho
THE GOLDFINCH,Donna Tartt
DARK PLACES,Gillian Flynn
WILD,Cheryl Strayed
THE MOTHER TONGUE,Bill Bryson
PIRATE HUNTERS,Robert Kurson
THE SHEPHERD'S LIFE,James Rebanks
A WALK IN THE WOODS,Bill Bryson
PAPER TOWNS,John Green
ME AND EARL AND THE DYING GIRL,Jesse Andrews
LOOKING FOR ALASKA,John Green
THE BOOK THIEF,Markus Zusak
MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean
H IS FOR HAWK,Helen Macdonald
THE SHEPHERD'S LIFE,James Rebanks
WHAT THE DOG KNOWS,Cat Warren
INSIDE OF A DOG,Alexandra Horowitz
NO BETTER FRIEND,Robert Weintraub
DOWN THE RABBIT HOLE,Holly Madison
IT'S A LONG STORY,Willie Nelson with David Ritz
SICK IN THE HEAD,Judd Apatow
LUCKY LIFE INTERRUPTED,Tom Brokaw
LIFE IS SHORT (NO PUN INTENDED),Jennifer Arnold and Bill Klein
THE ISLE OF THE LOST,Melissa de la Cruz
WONDER,RJ Palacio
THE ONE AND ONLY IVAN,Katherine Applegate
HITLER'S LAST DAYS,Bill O'Reilly
GREY,E L James
THE GIRL ON THE TRAIN,Paula Hawkins
TRUTH OR DIE,James Patterson and Howard Roughan
THE MELODY LINGERS ON,Mary Higgins Clark
WICKED CHARMS,Janet Evanovich and Phoef Sutton
DOWN THE RABBIT HOLE,Holly Madison
THE WRIGHT BROTHERS,David McCullough
THE BOYS IN THE BOAT,Daniel James Brown
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
DEAD WAKE,Erik Larson
ORANGE IS THE NEW BLACK,Piper Kerman
THE DEVIL IN THE WHITE CITY,Erik Larson
MISSOULA,Jon Krakauer
HOPE,Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan
FINDING ME,Michelle Knight with Michelle Burford Weinstein
PRIMATES OF PARK AVENUE,Wednesday Martin
THE MOTHER TONGUE,Bill Bryson
HOLD STILL,Sally Mann
PIONEER GIRL,Laura Ingalls Wilder
A CURIOUS MIND,Brian Grazer and Charles Fishman
GREY,E L James
THE GIRL ON THE TRAIN,Paula Hawkins
TRUTH OR DIE,James Patterson and Howard Roughan
THE MELODY LINGERS ON,Mary Higgins Clark
WICKED CHARMS,Janet Evanovich and Phoef Sutton
DOWN THE RABBIT HOLE,Holly Madison
THE BOYS IN THE BOAT,Daniel James Brown
THE WRIGHT BROTHERS,David McCullough
GI BRIDES,Duncan Barrett and Nuala Calvi
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
I AM MALALA,Malala Yousafzai with Christina Lamb
HOW TO READ LITERATURE LIKE A PROFESSOR,Thomas C Foster
MISSOULA,Jon Krakauer
HOW NOT TO BE WRONG,Jordan Ellenberg
HOW CHILDREN SUCCEED,Paul Tough
A SPY AMONG FRIENDS,Ben Macintyre
THE GREAT WAR OF OUR TIME,Michael Morell with Bill Harlow
RED NOTICE,Bill Browder
THE GOOD SPY,Kai Bird
GEORGE WASHINGTON'S SECRET SIX,Brian Kilmeade and Don Yaeger
THE WRIGHT BROTHERS,David McCullough
DEAD WAKE,Erik Larson
PIRATE HUNTERS,Robert Kurson
INTO THE WILD,Jon Krakauer
THE ASTRONAUT WIVES CLUB,Lily Koppel
PRIMATES OF PARK AVENUE,Wednesday Martin
THE GLASS CASTLE,Jeannette Walls
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel
LIFE IS SHORT (NO PUN INTENDED),Jennifer Arnold and Bill Klein
THE ASTRONAUT WIVES CLUB,Lily Koppel
PRIMATES OF PARK AVENUE,Wednesday Martin
AUDREY AT HOME,Luca Dotti
THE RESIDENCE,Kate Andersen Brower
MY PARIS DREAM,Kate Betts
WHERE AM I WEARING?,Kelsey Timmerman
THE WHOLE30,Melissa Hartwig and Dallas Hartwig
THE 22-DAY REVOLUTION,Marco Borges
BRAIN MAKER,David Perlmutter with Kristin Loberg
THUG KITCHEN,the staff of Thug Kitchen
FRANKLIN BARBECUE,Aaron Franklin and Jordan Mackay
ENCHANTED FOREST,Johanna Basford
MINECRAFT: CONSTRUCTION HANDBOOK,Matthew Needler and Phil Southam
MINECRAFT: COMBAT HANDBOOK,"Stephanie Milton with Paul Soares, Jr"
MINECRAFT: ESSENTIAL HANDBOOK,"Stephanie Milton with Paul Soares, Jr and Jordan Maron"
MINECRAFT: REDSTONE HANDBOOK,Nick Farwell
THE GIRL ON THE TRAIN,Paula Hawkins
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr
TRUTH OR DIE,James Patterson and Howard Roughan
FINDERS KEEPERS,Stephen King
IN THE UNLIKELY EVENT,Judy Blume
BATMAN: THE KILLING JOKE,Alan Moore and Brian Bolland
CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?,Roz Chast
THE COMPLETE EIGHTBALL 1-18,Daniel Clowes
THE SCULPTOR,Scott McCloud
NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR,Nathan Hale
THE WRIGHT BROTHERS,David McCullough
DOWN THE RABBIT HOLE,Holly Madison
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
DEAD WAKE,Erik Larson
SICK IN THE HEAD,Judd Apatow
"ADIOS, AMERICA!",Ann Coulter
I AM MALALA,Malala Yousafzai with Christina Lamb
AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
UNBROKEN,Laura Hillenbrand
AND THE GOOD NEWS IS ...,Dana Perino
BEING MORTAL,Atul Gawande
10-DAY GREEN SMOOTHIE CLEANSE,J J Smith
BLACKOUT,Sarah Hepola
DO NO HARM,Henry Marsh
GODDESSES NEVER AGE,Christiane Northrup
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
SICK IN THE HEAD,Judd Apatow
GUMPTION,Nick Offerman
HAPPILY ALI AFTER,Ali Wentworth
YES PLEASE,Amy Poehler
"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 10",Yoshikazu Yasuhiko
"TOKYO GHOUL, VOL. 1",Sui Ishida
"NARUTO, VOL. 70",Masashi Kishimoto
"ATTACK ON TITAN, VOL. 1",Hajime Isayama
"DEADMAN WONDERLAND, VOL. 9",Jinsei Katoka and Kazuma Kondou
A GAME OF THRONES,George RR Martin
TOP SECRET TWENTY-ONE,Janet Evanovich
ZOO,James Patterson and Michael Ledwidge
THE 6TH EXTINCTION,James Rollins
PERSONAL,Lee Child
SMILE,Raina Telgemeier
DRAMA,Raina Telgemeier
"MS. MARVEL, VOL. 3","G Willow Wilson, Takeshi Miyazawa and others"
FUN HOME,Alison Bechdel
SISTERS,Raina Telgemeier
THE BOYS IN THE BOAT,Daniel James Brown
I AM MALALA,Malala Yousafzai with Christina Lamb
AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
OUTLIERS,Malcolm Gladwell
ORANGE IS THE NEW BLACK,Piper Kerman
YOUR BABY'S FIRST WORD WILL BE DADA,Jimmy Fallon
THE DAY THE CRAYONS QUIT,Drew Daywalt
THE BOOK WITH NO PICTURES,BJ Novak
DRAGONS LOVE TACOS,Adam Rubin
I WILL TAKE A NAP!,Mo Willems
THE NEW JIM CROW,Michelle Alexander
THE OTHER WES MOORE,Wes Moore
JUST MERCY,Bryan Stevenson
DEVIL IN THE GROVE,Gilbert King
CITIZEN,Claudia Rankine
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
PRIMATES OF PARK AVENUE,Wednesday Martin
THE FIVE LOVE LANGUAGES,Gary Chapman
MISSOULA,Jon Krakauer
DARING GREATLY,Brené Brown
THE ROAD TO CHARACTER,David Brooks
JESUS CALLING,Sarah Young
THE FOUR AGREEMENTS,Don Miguel Ruiz
THE POWER OF NOW,Eckhart Tolle
THE UNTETHERED SOUL,Michael A Singer
THE MAZE RUNNER,James Dashner
DORK DIARIES,Rachel Renée Russell
THE SELECTION,Kiera Cass
PERCY JACKSON & THE OLYMPIANS,Rick Riordan
MIDDLE SCHOOL,James Patterson and others
GREY,E L James
THE MARTIAN,Andy Weir
THE ALCHEMIST,Paulo Coelho
THE GOLDFINCH,Donna Tartt
STATION ELEVEN,Emily St John Mandel
WILD,Cheryl Strayed
THE MOTHER TONGUE,Bill Bryson
PIRATE HUNTERS,Robert Kurson
THE SHEPHERD'S LIFE,James Rebanks
A WALK IN THE WOODS,Bill Bryson
PAPER TOWNS,John Green
ME AND EARL AND THE DYING GIRL,Jesse Andrews
LOOKING FOR ALASKA,John Green
THE BOOK THIEF,Markus Zusak
MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN,Ransom Riggs and Cassandra Jean
H IS FOR HAWK,Helen Macdonald
THE SHEPHERD'S LIFE,James Rebanks
WHAT THE DOG KNOWS,Cat Warren
INSIDE OF A DOG,Alexandra Horowitz
NO BETTER FRIEND,Robert Weintraub
DOWN THE RABBIT HOLE,Holly Madison
IT'S A LONG STORY,Willie Nelson with David Ritz
SICK IN THE HEAD,Judd Apatow
LUCKY LIFE INTERRUPTED,Tom Brokaw
LIFE IS SHORT (NO PUN INTENDED),Jennifer Arnold and Bill Klein
THE ISLE OF THE LOST,Melissa de la Cruz
WONDER,RJ Palacio
COUNTING BY 7s,Holly Goldberg Sloan
GREY,E L James
THE ENGLISH SPY,Daniel Silva
THE GIRL ON THE TRAIN,Paula Hawkins
A NEW HOPE,Ron Carr
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr
DOWN THE RABBIT HOLE,Holly Madison
THE WRIGHT BROTHERS,David McCullough
THE BOYS IN THE BOAT,Daniel James Brown
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
DEAD WAKE,Erik Larson
ORANGE IS THE NEW BLACK,Piper Kerman
THE DEVIL IN THE WHITE CITY,Erik Larson
MISSOULA,Jon Krakauer
HOPE,Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan
FINDING ME,Michelle Knight with Michelle Burford Weinstein
PRIMATES OF PARK AVENUE,Wednesday Martin
THE MOTHER TONGUE,Bill Bryson
HOLD STILL,Sally Mann
PIONEER GIRL,Laura Ingalls Wilder
A CURIOUS MIND,Brian Grazer and Charles Fishman
GREY,E L James
THE ENGLISH SPY,Daniel Silva
THE GIRL ON THE TRAIN,Paula Hawkins
A NEW HOPE,Ron Carr
DOWN THE RABBIT HOLE,Holly Madison
THE BOYS IN THE BOAT,Daniel James Brown
THE WRIGHT BROTHERS,David McCullough
TELL MY SONS,Mark M Weber
MODERN ROMANCE,Aziz Ansari with Eric Klinenberg
I AM MALALA,Malala Yousafzai with Christina Lamb
HOW TO READ LITERATURE LIKE A PROFESSOR,Thomas C Foster
MISSOULA,Jon Krakauer
HOW NOT TO BE WRONG,Jordan Ellenberg
HOW CHILDREN SUCCEED,Paul Tough
A SPY AMONG FRIENDS,Ben Macintyre
THE GREAT WAR OF OUR TIME,Michael Morell with Bill Harlow
RED NOTICE,Bill Browder
THE GOOD SPY,Kai Bird
GEORGE WASHINGTON'S SECRET SIX,Brian Kilmeade and Don Yaeger
THE WRIGHT BROTHERS,David McCullough
DEAD WAKE,Erik Larson
PIRATE HUNTERS,Robert Kurson
INTO THE WILD,Jon Krakauer
THE ASTRONAUT WIVES CLUB,Lily Koppel
PRIMATES OF PARK AVENUE,Wednesday Martin
THE GLASS CASTLE,Jeannette Walls
WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel
LIFE IS SHORT (NO PUN INTENDED),Jennifer Arnold and Bill Klein
THE ASTRONAUT WIVES CLUB,Lily Koppel
PRIMATES OF PARK AVENUE,Wednesday Martin
AUDREY AT HOME,Luca Dotti
THE RESIDENCE,Kate Andersen Brower
MY PARIS DREAM,Kate Betts
WHERE AM I WEARING?,Kelsey Timmerman
THE WHOLE30,Melissa Hartwig and Dallas Hartwig
THE 22-DAY REVOLUTION,Marco Borges
BRAIN MAKER,David Perlmutter with Kristin Loberg
THUG KITCHEN,the staff of Thug Kitchen
FRANKLIN BARBECUE,Aaron Franklin and Jordan Mackay
